# Obs_X , Obs_Y , Obs_Z , UV_X , UV_Y , UV_Z , Vmag , detID , eclipticLat , obsCode , solarElong , timeUTC , trkID
0.9556417287558899 , -0.3226662641679037 , 2.9004447718254545e-05 , 0.9564263426687245 , -0.07993333762264164 , -0.2808190032491258 , 19.08 , LG3KOdBP0000DFi601000000d , -0.2846473438643889 , T05 , 2.7699437611415414 , 2458730.929516 , 00000EBduA
0.9660145694689533 , -0.28824699480594956 , 1.7448516597717047e-05 , 0.9570031045137116 , -0.08738252645056692 , -0.27660323935600245 , 18.9 , LG5IMT000000DFsA01000003n , -0.2802576333854483 , F51 , 2.7994237739046173 , 2458733.03531 , 00000EBr0U
0.9659679807384627 , -0.288417382822991 , 1.8413629529642677e-05 , 0.9570001629191464 , -0.08734335303505744 , -0.2766257884820584 , 18.9 , LG5IMT000000DFsA01000003m , -0.2802810980813492 , F51 , 2.7992820212342213 , 2458733.02507 , 00000EBr0U
0.9659212961541592 , -0.2885874759282561 , 1.939731388968242e-05 , 0.956997219189804 , -0.0873041798101902 , -0.2766483375165164 , 18.9 , LG5IMT000000DFsA01000003l , -0.2803045628404259 , F51 , 2.7991403235645493 , 2458733.01485 , 00000EBr0U
0.9658742840934672 , -0.2887580968759868 , 2.0400320123814224e-05 , 0.9569942624212243 , -0.08726468751713314 , -0.2766710248750201 , 18.9 , LG5IMT000000DFsA01000003k , -0.2803281717009089 , F51 , 2.798997896546196 , 2458733.0046 , 00000EBr0U
0.9131650125266714 , -0.43218932507275254 , 2.607310517901573e-05 , 0.9546477050191814 , -0.0583779504055847 , -0.29195851453255 , 18.98 , LFwMR4Cw0000DFCM010000010 , -0.29627393178361927 , T08 , 2.663447434357339 , 2458724.033436 , 00000EAWZK
0.9130954881440337 , -0.4323445715754336 , 2.7063059451957814e-05 , 0.9546446752732037 , -0.0583485345544722 , -0.2919743010743667 , 19.61 , LFwMR4Cw0000DFCM01000000z , -0.2962904375031784 , T08 , 2.6632833989900746 , 2458724.023559 , 00000EAWZK
0.9130756052540042 , -0.4323888985443407 , 2.7347716222558604e-05 , 0.9546438017076007 , -0.058340640146881166 , -0.2919787347881887 , 19.14 , LFwMR4Cw0000DFCM01000000y , -0.29629507321592374 , T08 , 2.6632369996226353 , 2458724.020739 , 00000EAWZK
0.9129760269806164 , -0.43261041295458835 , 2.8779382737098725e-05 , 0.9546393911383705 , -0.05829842749454409 , -0.29200158602073495 , 18.98 , LFwMR4Cw0000DFCM01000000x , -0.2963189656491101 , T08 , 2.6630023702181473 , 2458724.006647 , 00000EAWZK
0.8828926802216589 , -0.4928260706339995 , 3.075935814107276e-05 , 0.9537698902031687 , -0.04841355422778061 , -0.2966127514266191 , 18.7 , LFsJ4u9d0000DEug010000004 , -0.30114382559023195 , T08 , 2.599048732966117 , 2458720.051565 , 00000EA3C4
0.8827623115988408 , -0.4930716305444814 , 3.237001672315529e-05 , 0.9537653861926261 , -0.04836934456251327 , -0.2966344460905098 , 18.64 , LFsJ4u9d0000DEug010000003 , -0.301166542647281 , T08 , 2.5987734458563887 , 2458720.03539 , 00000EA3C4
0.882720565832245 , -0.49315008020905277 , 3.2891204046478526e-05 , 0.9537640674384633 , -0.04835553902947641 , -0.2966409370070277 , 18.6 , LFsJ4u9d0000DEug010000002 , -0.3011733394890048 , T08 , 2.5986859532081446 , 2458720.030223 , 00000EA3C4
0.8826939513218107 , -0.4932000476452349 , 3.3224396215808676e-05 , 0.9537637461507087 , -0.048351720854370964 , -0.2966425923885301 , 18.7 , LFsJ4u9d0000DEug010000001 , -0.30117507289305334 , T08 , 2.5986357866650085 , 2458720.026932 , 00000EA3C4
0.9045256229271869 , -0.4505817666949667 , 4.228843048035547e-05 , 0.9543652287023326 , -0.05516481232036185 , -0.2935027320581591 , 19.2 , LFvBVj000000DF4Y01000070S , -0.2978888929803812 , 703 , 2.644198802977944 , 2458722.84102 , 00000EAJBU
0.9044851540707847 , -0.4506661445434731 , 4.2772488803147375e-05 , 0.954364929771652 , -0.055154680531589124 , -0.2935056081873194 , 18.9 , LFvBVj000000DF4Y01000070R , -0.29789190161651674 , 703 , 2.6441154780922496 , 2458722.83559 , 00000EAJBU
0.9044447114544754 , -0.4507503531908176 , 4.3251425070299444e-05 , 0.9543630638972009 , -0.055136157985159355 , -0.2935151552328817 , 18.9 , LFvBVj000000DF4Y01000070Q , -0.29790188852669003 , 703 , 2.6440214968620683 , 2458722.83017 , 00000EAJBU
0.9044041462334244 , -0.4508347021078549 , 4.372645476152733e-05 , 0.9543610531657244 , -0.05511572520145704 , -0.29352553046698826 , 19.2 , LFvBVj000000DF4Y01000070P , -0.29791274181757277 , 703 , 2.6439253151210247 , 2458722.82474 , 00000EAJBU
0.8746878650516878 , -0.507650947865978 , 3.2804328289101076e-05 , 0.9535746609436774 , -0.046249698492515076 , -0.29758415850898756 , 19.2 , LFrH5G000000DEqR01000001B , -0.30216116898497675 , F52 , 2.582887023196523 , 2458719.05552 , 00000E9r6V
0.874591503946878 , -0.5078253597347655 , 3.394728801299043e-05 , 0.9535722355644692 , -0.04622212482826028 , -0.2975962142516953 , 19.1 , LFrH5G000000DEqR01000001A , -0.30217379684936363 , F52 , 2.582693302612371 , 2458719.04392 , 00000E9r6V
0.874495150126843 , -0.5079993373736529 , 3.510352326095259e-05 , 0.9535698443582366 , -0.046195500393971134 , -0.29760801009710613 , 19.3 , LFrH5G000000DEqR010000019 , -0.3021861525307856 , F52 , 2.582500822079254 , 2458719.03235 , 00000E9r6V
