# isNEO , objectID , objectType , orbit_AP , orbit_LAN , orbit_TP , orbit_e , orbit_i , orbit_q
False , K10B00005B , None , 94.9076196 , 119.9701117 , 2457707.3707858 , 0.016417837 , 13.7372407 , 3.04585625
False , K10A00010W , None , 266.8196501 , 77.4915858 , 2454697.209996 , 0.130261606 , 8.0797479 , 2.374287237
False , K10A00033C , None , 132.6525066 , 321.26872 , 2458485.1033755 , 0.192837929 , 7.2373483 , 2.234196952
False , K10A00011P , None , 241.4265272 , 67.0639724 , 2459119.4090874 , 0.164376085 , 5.8902382 , 2.162783376
False , K10A00143A , None , 186.9523614 , 11.1488022 , 2458224.198499 , 0.149874515 , 2.2343418 , 2.074255453
False , K10A00047V , None , 304.0609364 , 146.4010461 , 2459220.6878007 , 0.033324226 , 10.959738 , 3.098444989
False , K10A00026O , None , 168.1530997 , 308.5511835 , 2458311.0408279 , 0.116932536 , 12.7001101 , 2.311660308
False , K10A00026R , None , 353.9257388 , 92.4697908 , 2455120.6016923 , 0.173142537 , 7.9325783 , 2.213981563
False , K10A00013T , None , 78.0303201 , 122.7644759 , 2459493.6118322 , 0.083117888 , 11.6428143 , 2.798578347
False , K10A00140M , None , 114.9820174 , 83.2876248 , 2459362.2788922 , 0.064039018 , 6.6584541 , 2.777035122
False , K10A00040T , None , 335.5294834 , 120.9898138 , 2458288.9026374 , 0.197265698 , 5.8178535 , 2.129112613
False , K10A00125O , None , 62.5306493 , 11.1020716 , 2459768.3178351 , 0.090135031 , 28.7264583 , 4.689807594
False , K10A00047Q , None , 53.7153053 , 142.8780493 , 2459453.0405638 , 0.109640296 , 11.6082845 , 2.725389047
False , K10A00098A , None , 30.4293136 , 93.2438022 , 2459002.3426953 , 0.119630877 , 17.9398474 , 2.749069169
False , K10A00013P , None , 131.3091268 , 138.1703908 , 2455801.834276 , 0.118243455 , 3.1717555 , 2.244626211
False , K10A00078O , None , 51.374243 , 110.4169135 , 2458355.6476611 , 0.216232728 , 32.3597368 , 2.020827254
False , K10A00114W , None , 248.6528565 , 264.1222273 , 2457827.2950351 , 0.024621828 , 13.6983923 , 3.04970408
True , K10A00030F , None , 162.8005193 , 62.4314696 , 2458664.639872 , 0.371619479 , 3.0589545 , 0.832413056
False , K10A00010B , None , 200.910356 , 297.144642 , 2459421.4123622 , 0.063562171 , 24.6724893 , 2.967455084
False , K10B00005H , None , 107.3093425 , 348.9751135 , 2458297.0685108 , 0.490811 , 27.2992737 , 1.33731692
False , K10A00028F , None , 160.6394325 , 290.7228134 , 2455171.203471 , 0.082932315 , 17.4960667 , 1.758727757
False , K10A00052R , None , 35.2977574 , 277.2989476 , 2458210.4842241 , 0.011879379 , 10.0914559 , 3.0119161
False , K10A00005Z , None , 262.7326443 , 217.4203988 , 2459086.3745661 , 0.173100127 , 1.3606777 , 1.901918414
False , K10A00022G , None , 42.8547614 , 146.5779757 , 2458073.0825027 , 0.164514831 , 1.8891288 , 1.985623271
False , K10A00013C , None , 226.8686783 , 275.9212121 , 2458053.5424725 , 0.152073692 , 4.8300349 , 2.023146341
False , K10A00001K , None , 10.0296896 , 116.1010901 , 2458309.6190945 , 0.216625477 , 14.2809641 , 2.043629651
False , K10A00008K , None , 169.6282806 , 305.3015574 , 2459371.1419285 , 0.175835696 , 16.3045586 , 2.614848403
False , K10A00099B , None , 308.6469157 , 99.335889 , 2459032.0643207 , 0.144525066 , 9.9191688 , 2.572994253
False , K10A00067S , None , 337.357105 , 95.1483217 , 2459034.8292712 , 0.187845238 , 3.9355661 , 1.889620474
False , K10A00017A , None , 68.7684961 , 96.0195342 , 2459581.1421139 , 0.111006294 , 22.9039302 , 2.807958775
False , K10A00033P , None , 120.8091125 , 331.0298666 , 2455097.7275998 , 0.15123855 , 7.7900249 , 2.36458596
False , K10A00143Q , None , 338.4874097 , 143.6397391 , 2459130.932085 , 0.093263511 , 10.4122317 , 2.787050545
False , K10A00026W , None , 250.795795 , 321.5201136 , 2458110.410963 , 0.113166855 , 5.1358435 , 2.064359123
False , K10A00082B , None , 239.2743532 , 154.8294775 , 2458993.8281168 , 0.120429176 , 10.2855114 , 2.646442156
False , K10A00012Z , None , 81.1739281 , 305.5123903 , 2458799.9432966 , 0.116980404 , 6.5975972 , 2.035992674
False , K10A00072S , None , 126.9305965 , 319.3481212 , 2455084.09036 , 0.217552726 , 11.3641717 , 2.437152237
False , K10B00005E , None , 343.6960932 , 131.1267301 , 2458330.3051692 , 0.14179896 , 5.227074 , 2.282681144
False , K10A00112D , None , 194.67752 , 205.0032655 , 2455210.477363 , 0.126757222 , 15.9619978 , 4.540730256
False , K10A00049Q , None , 89.8311044 , 155.0204747 , 2458279.5764878 , 0.057679571 , 12.6935171 , 3.259493677
False , K10A00006N , None , 273.8220261 , 126.2650808 , 2458860.7530915 , 0.126338873 , 5.8995086 , 2.695122003
True , K10A00003E , None , 289.8215971 , 114.6394322 , 2458940.3847403 , 0.558987821 , 10.3150359 , 0.831767615
False , K10B00012W , None , 37.2168637 , 312.9933636 , 2459024.5998584 , 0.11958891 , 12.2496807 , 2.778909158
False , K10A00101W , None , 30.064433 , 52.0185215 , 2459053.9752805 , 0.129899564 , 12.9135552 , 2.566105111
False , K10A00011C , None , 193.8746588 , 78.6725222 , 2457925.5897175 , 0.103875595 , 9.8425441 , 2.675449021
False , K10A00029K , None , 37.9516329 , 47.9538481 , 2458495.7013057 , 0.058664984 , 2.1106431 , 2.609903623
False , K10A00048R , None , 154.0603989 , 233.1297326 , 2457962.9866783 , 0.119883029 , 5.3244956 , 2.308654193
False , K10A00021K , None , 303.8587164 , 130.5089884 , 2455107.0316686 , 0.170341785 , 3.3974039 , 2.031168806
True , K10B00003C , None , 154.9948266 , 359.2106535 , 2459382.7699321 , 0.654207078 , 4.8430527 , 1.100007798
False , K10A00017F , None , 125.2268715 , 303.787569 , 2457978.2906357 , 0.083615821 , 14.187154 , 2.300892388
False , K10A00007T , None , 243.5464904 , 291.8194593 , 2455362.3831152 , 0.123488847 , 2.9168647 , 1.965547561
False , K10A00060R , None , 61.1573296 , 82.6095153 , 2459476.1511174 , 0.108380689 , 11.9206187 , 2.811205635
False , K10A00040H , None , 190.1630879 , 310.7341507 , 2455236.4615614 , 0.230837234 , 38.5297866 , 1.335929922
False , K10B00004V , None , 184.6547945 , 355.8205533 , 2459151.6691803 , 0.130278273 , 2.6892124 , 1.989018964
False , K10A00026H , None , 84.6821446 , 149.9068744 , 2458268.164214 , 0.131713299 , 2.9726386 , 2.086071181
False , K10A00014L , None , 44.5462392 , 205.3256642 , 2459187.0216449 , 0.15383885 , 0.133235 , 1.869657444
False , K10A00115M , None , 35.6662781 , 318.0298521 , 2458238.4024865 , 0.050482793 , 15.5976211 , 3.012613797
False , K10A00073P , None , 324.0058024 , 48.7600769 , 2457921.5739078 , 0.181649281 , 4.1351464 , 2.082181838
False , K10A00033X , None , 49.9424492 , 335.7978299 , 2458003.8819924 , 0.295053853 , 3.1158344 , 1.830471031
False , K10A00119C , None , 164.3700937 , 329.0958982 , 2458851.0517665 , 0.047378788 , 13.4924561 , 2.90201965
True , K10B00003T , None , 150.0690432 , 308.5281458 , 2458213.3745034 , 0.548957715 , 13.588019 , 1.162721756
True , K10A00030J , None , 350.7071001 , 303.4853983 , 2458550.8870978 , 0.301921461 , 7.5901764 , 0.566627146
False , K10A00143R , None , 20.117964 , 142.0128806 , 2459398.6591829 , 0.007980692 , 22.4551867 , 3.091314395
False , K10A00061X , None , 220.0940313 , 123.7567505 , 2459280.1020162 , 0.168197143 , 4.9635711 , 2.116096594
False , K10A00046R , None , 93.3882215 , 265.3632737 , 2458090.9059684 , 0.040752767 , 5.0939517 , 2.621063233
False , K10A00056P , None , 1.616758 , 53.5327248 , 2458290.3382736 , 0.117345941 , 6.0847726 , 2.393434497
False , K10A00106H , None , 251.7748136 , 328.9559221 , 2459521.5059714 , 0.279747603 , 24.0717945 , 2.303793167
True , K10A00040E , None , 155.4279703 , 294.4967001 , 2458911.7777706 , 0.453868831 , 21.4640848 , 1.018799904
False , K10A00060T , None , 122.366649 , 313.4857051 , 2458927.3651316 , 0.051345635 , 20.2501876 , 1.80302195
False , K10A00051O , None , 320.8034475 , 245.4477816 , 2459012.6926095 , 0.118638042 , 5.4775832 , 1.930297505
False , K10A00037T , None , 135.3552688 , 317.6615912 , 2458410.6506396 , 0.168714279 , 12.7206225 , 2.280635271
False , K10A00055W , None , 305.763481 , 119.4547236 , 2458099.7570678 , 0.255500969 , 6.2974434 , 1.940854039
False , K10A00040L , None , 169.3092468 , 301.5524255 , 2459185.5406069 , 0.16748907 , 16.7445639 , 2.567244826
False , K10A00032N , None , 258.0070859 , 138.9720565 , 2458692.5437444 , 0.133044289 , 9.5331738 , 2.67400628
False , K10A00088O , None , 356.7870181 , 271.4109916 , 2458443.344739 , 0.07886725 , 8.4971392 , 2.813676408
False , K10B00005U , None , 228.6725769 , 330.1929436 , 2459101.5175976 , 0.09632446 , 7.8195737 , 2.019308487
False , K10A00006Y , None , 172.3831137 , 271.3753556 , 2455109.4848869 , 0.176262698 , 3.1239737 , 2.133428575
False , K10A00023E , None , 154.2912664 , 283.1121688 , 2459054.5057559 , 0.149985469 , 6.036163 , 2.003901626
False , K10A00010G , None , 320.525704 , 322.0363468 , 2457960.1441535 , 0.030849516 , 5.6305337 , 2.862829654
False , K10A00018B , None , 159.5887585 , 8.300497 , 2458143.3589426 , 0.115782998 , 1.1404597 , 2.139048615
False , K10A00056Q , None , 96.2047263 , 8.1838812 , 2455205.3587801 , 0.130064603 , 4.1799119 , 2.054319024
False , K10A00035N , None , 249.6980335 , 293.4871253 , 2458441.8226025 , 0.119141177 , 6.2984578 , 2.282142767
False , K10A00027Z , None , 357.4108887 , 292.6054306 , 2458440.8371183 , 0.11306215 , 5.1620853 , 2.054580194
True , K10B00000C , None , 60.5739478 , 120.9911631 , 2458197.8106225 , 0.567315911 , 9.5450766 , 0.834888196
False , K10A00063F , None , 4.5941601 , 127.8336463 , 2459278.0015879 , 0.108852317 , 14.4861049 , 2.767272134
False , K10A00105E , None , 107.198287 , 255.966092 , 2458666.1911971 , 0.222256245 , 6.854613 , 2.253264712
False , K10A00000M , None , 184.8870105 , 261.4180367 , 2458973.3529989 , 0.083608423 , 15.2631336 , 2.750423164
False , K10B00001B , None , 86.7919748 , 338.8229354 , 2458984.3299594 , 0.241693825 , 15.4866438 , 2.34610259
False , K10A00024S , None , 215.4687977 , 107.5837422 , 2459420.3246345 , 0.038709115 , 7.1463099 , 2.635676213
False , K10A00141V , None , 30.3134205 , 80.869763 , 2459383.6389339 , 0.389347097 , 24.7795697 , 1.926607846
False , K10B00003P , None , 74.6523104 , 93.3301253 , 2455409.6747952 , 0.159082349 , 10.2937154 , 2.00310441
False , K10A00010U , None , 142.6549736 , 24.1674798 , 2455407.6184926 , 0.058677153 , 3.6266699 , 2.272202233
False , K10A00032X , None , 204.3809052 , 304.3962502 , 2458621.499711 , 0.189362065 , 29.1838071 , 2.225757269
False , K10A00036W , None , 249.7968498 , 122.9658614 , 2458024.1494781 , 0.158110478 , 25.7777012 , 2.294237637
False , K10A00015L , None , 117.0728901 , 309.5268476 , 2458875.1042935 , 0.09973447 , 8.9178233 , 2.722152678
False , K10A00026C , None , 95.5755924 , 112.648136 , 2458569.5822178 , 0.032735259 , 4.4008219 , 2.503372701
False , K10A00019F , None , 239.6868861 , 123.1432067 , 2458299.1492748 , 0.072476731 , 3.0740488 , 2.698280266
False , K10A00022M , None , 321.3127956 , 142.6596486 , 2458283.4400602 , 0.169950369 , 1.9191512 , 2.191367915
False , K10B00001T , None , 50.1339238 , 125.9809292 , 2458359.4808339 , 0.114202933 , 3.9060231 , 2.265781664
False , K10A00036T , None , 99.9650216 , 90.6346041 , 2459607.9018001 , 0.074970928 , 5.5875528 , 2.926373748
False , K10A00112L , None , 275.830604 , 275.8383753 , 2458088.7720318 , 0.038464875 , 13.2558005 , 3.034184903
False , K10A00047U , None , 241.6516187 , 179.8228213 , 2458156.9329492 , 0.188191115 , 3.7092139 , 2.143839243
False , K10A00014B , None , 59.9031119 , 120.5279807 , 2458517.6477532 , 0.152308869 , 12.1329193 , 2.225581002
False , K10A00052U , None , 33.525763 , 141.6872045 , 2459589.3659776 , 0.184123003 , 11.361903 , 2.592736221
False , K10A00153W , None , 10.1588381 , 131.817414 , 2456997.1435862 , 0.53617282 , 28.6601113 , 20.1481736
False , K10B00002W , None , 312.8312965 , 111.6230649 , 2459044.543983 , 0.11444245 , 23.8641958 , 1.723513246
False , K10A00024H , None , 224.0867095 , 106.0761836 , 2459346.7037415 , 0.036584956 , 6.9115375 , 2.590157986
False , K10A00123Z , None , 205.9853914 , 248.1150888 , 2455400.187812 , 0.178121914 , 15.7821138 , 2.63267143
False , K10A00016K , None , 134.9552241 , 36.1045888 , 2459059.9299783 , 0.159334211 , 4.7625047 , 2.442289034
False , K10A00143G , None , 184.8505165 , 114.0392001 , 2458364.5865199 , 0.117704425 , 9.7449105 , 2.822266098
False , K10A00021U , None , 289.0852191 , 287.7120268 , 2458046.1544126 , 0.159018018 , 5.640701 , 1.941988793
False , K10A00038T , None , 293.496998 , 190.1266529 , 2458265.9076362 , 0.171466392 , 4.0064344 , 2.15327148
False , K10B00015D , None , 233.5149035 , 194.5483047 , 2460208.0042144 , 0.466611705 , 5.3077186 , 3.024797413
False , K10A00048W , None , 6.9435918 , 132.1084136 , 2458714.6266465 , 0.461142055 , 11.1215703 , 1.524268533
False , K10A00142C , None , 315.5262032 , 103.9984702 , 2459182.5588685 , 0.16466623 , 3.0763421 , 2.035399335
False , K10A00058P , None , 48.6312435 , 101.8913703 , 2458495.3385108 , 0.112696737 , 5.0434289 , 2.342446605
False , K10A00044V , None , 254.2984641 , 100.4551039 , 2458685.381421 , 0.207228689 , 15.1494513 , 2.448658551
False , K10A00049Y , None , 228.6673815 , 210.2273594 , 2458156.8464802 , 0.211758255 , 3.8780281 , 2.05695766
False , K10A00032P , None , 197.1009756 , 307.3974783 , 2459146.2692071 , 0.163581991 , 5.4589023 , 1.951507965
False , K10A00142R , None , 161.1847038 , 311.0101861 , 2457990.0125912 , 0.068094931 , 6.2986328 , 2.276023118
False , K10A00141W , None , 147.4031004 , 299.7776809 , 2459187.2999297 , 0.1340144 , 1.7851733 , 2.076406974
False , K10B00004R , None , 350.3216273 , 315.5151649 , 2458062.0295168 , 0.054473857 , 9.0001698 , 2.872208147
False , K10A00142A , None , 275.2166135 , 237.1206348 , 2458122.5866001 , 0.140082156 , 1.585617 , 2.121078761
False , K10A00031S , None , 88.3808756 , 126.3248935 , 2459120.4639525 , 0.162878931 , 7.9426072 , 1.883579783
True , K10B00000Q , None , 148.5251269 , 302.8181239 , 2459086.593047 , 0.546953492 , 37.0481114 , 1.056281718
False , K10A00020N , None , 359.7269484 , 170.9972676 , 2459217.8036729 , 0.163425494 , 3.4929761 , 1.94097033
False , K10A00062V , None , 282.8036028 , 265.2925769 , 2459421.5886434 , 0.306622658 , 14.3682567 , 2.117003085
False , K10A00086B , None , 202.149511 , 39.7776857 , 2458431.2186509 , 0.184909395 , 15.0340705 , 3.214026171
False , K10A00010M , None , 65.8050406 , 79.869388 , 2455355.2193528 , 0.139625048 , 7.5679916 , 2.549371364
False , K10A00037N , None , 108.7433044 , 338.3409468 , 2458973.4734586 , 0.158328298 , 4.498859 , 2.585922096
True , K10A00030L , None , 97.7501625 , 112.3648247 , 2458794.1528416 , 0.307636473 , 3.8305987 , 0.724301768
False , K10A00041M , None , 204.7893091 , 290.2819683 , 2458883.1993411 , 0.339555996 , 15.493808 , 1.924792623
False , K10A00120Z , None , 207.4484978 , 144.6474805 , 2459099.7984364 , 0.202956329 , 17.2134496 , 2.527878989
False , K10A00029F , None , 154.9661926 , 297.3159631 , 2455139.2862324 , 0.204072975 , 8.3966951 , 3.183696255
False , K10A00141G , None , 271.927575 , 92.5103615 , 2458681.7495979 , 0.136162943 , 6.707494 , 1.954712875
False , K10A00070D , None , 310.5483336 , 123.6952538 , 2458249.750717 , 0.058044443 , 22.5882768 , 2.522606443
False , K10A00021R , None , 49.9227 , 128.7160243 , 2458452.4725674 , 0.123030478 , 12.4225937 , 2.274448834
True , K10A00002O , None , 323.5802426 , 289.9525594 , 2458671.2078407 , 0.337942167 , 19.5848392 , 0.670139093
False , K10A00019E , None , 30.2093176 , 294.4180707 , 2457812.090458 , 0.098159743 , 10.4580242 , 2.447296594
False , K10A00039K , None , 142.82986 , 306.5575706 , 2458799.8259048 , 0.166804982 , 1.199422 , 1.853255479
False , K10A00015B , None , 100.0215661 , 338.4573411 , 2458255.0348707 , 0.095975747 , 4.4454399 , 2.3944353
False , K10A00025P , None , 341.5546527 , 107.7539042 , 2455109.0081447 , 0.12633662 , 2.7163169 , 2.028880352
False , K10A00049J , None , 304.0199978 , 148.4674775 , 2459194.849579 , 0.21308462 , 10.258511 , 2.484820065
False , K10A00051S , None , 287.2100852 , 263.4547623 , 2459317.221949 , 0.175772941 , 8.8790954 , 2.482266592
True , K10A00030E , None , 278.1303112 , 279.4952983 , 2458401.1894771 , 0.417055727 , 5.9818472 , 0.73837333
False , K10A00017N , None , 57.3757794 , 62.2807463 , 2459300.8799895 , 0.137610125 , 2.0774142 , 2.696272906
False , K10A00105Z , None , 292.9955243 , 347.0922536 , 2459373.6205308 , 0.15716703 , 13.8768647 , 2.501199269
False , K10A00060E , None , 40.7091398 , 322.6245923 , 2457901.9720842 , 0.303643263 , 12.2540396 , 1.779829539
False , K10A00010S , None , 61.8012529 , 86.7903186 , 2455327.025721 , 0.180231932 , 10.7634907 , 2.14467824
False , K10A00141Y , None , 88.2876341 , 291.4293383 , 2458827.9381911 , 0.28210284 , 14.4395463 , 2.236283614
False , K10A00076G , None , 22.5530709 , 124.7208568 , 2458418.2779893 , 0.118553705 , 14.1493592 , 2.313913617
False , K10A00143F , None , 339.9842348 , 261.672679 , 2458568.7011387 , 0.175541944 , 5.4712963 , 2.101178614
False , K10A00001Q , None , 121.005039 , 300.8432284 , 2458246.3052422 , 0.12984328 , 20.9015787 , 2.36441769
True , K10A00002K , None , 309.6108849 , 291.2522061 , 2458808.1400972 , 0.714326543 , 45.1525948 , 0.613831099
False , K10A00070B , None , 299.6689223 , 142.0873771 , 2459143.0446231 , 0.063171226 , 11.166173 , 2.958925321
False , K10A00080S , None , 162.3358636 , 308.7229938 , 2455187.35634 , 0.117302098 , 8.0746793 , 2.277465597
False , K10A00024W , None , 210.4024307 , 319.8255826 , 2458473.8086172 , 0.221776845 , 11.5000769 , 2.059669212
False , K10A00078N , None , 159.1610317 , 318.3754391 , 2458506.812824 , 0.25896263 , 7.9257321 , 2.024353254
False , K10B00001R , None , 335.7712289 , 128.5561031 , 2459131.5842113 , 0.199227607 , 3.5772754 , 2.490083813
False , K10A00011D , None , 65.1433211 , 74.9062275 , 2455288.8854547 , 0.133148286 , 5.8072435 , 1.960362453
False , K10A00040W , None , 255.6033132 , 310.1835401 , 2457704.7889836 , 0.075578265 , 10.9169639 , 2.954087148
False , K10A00078M , None , 347.4111519 , 111.7120427 , 2458202.1159319 , 0.257812988 , 11.0729269 , 1.936085436
False , K10A00129R , None , 115.6557578 , 36.5511291 , 2459237.0477717 , 0.230639465 , 11.8112871 , 2.438388853
False , K10A00056Z , None , 181.3413928 , 306.8097195 , 2459343.9798078 , 0.181816859 , 12.6040025 , 2.557693851
False , K10A00109P , None , 26.5537736 , 55.5780828 , 2458649.356769 , 0.20589095 , 8.6982236 , 2.190696183
False , K10A00044N , None , 136.0055296 , 253.2469306 , 2458563.4570278 , 0.146269581 , 5.7374626 , 2.555493859
False , K10A00101D , None , 171.5417382 , 180.1631133 , 2459149.5545897 , 0.273686344 , 15.5459088 , 2.310362051
False , K10A00073M , None , 280.5200053 , 295.4054027 , 2457676.874829 , 0.159119066 , 15.0456799 , 2.643769474
False , K10A00102R , None , 33.0278945 , 317.871885 , 2459006.3358855 , 0.058368562 , 13.3706006 , 4.869570593
False , K10B00014K , None , 47.7029681 , 264.2333384 , 2458544.9903979 , 0.038794089 , 32.2736191 , 4.984491079
False , K10A00033A , None , 63.1755958 , 340.2419458 , 2458607.518419 , 0.139782843 , 4.3210591 , 1.902709948
False , K10A00017T , None , 20.1648808 , 304.0095216 , 2458339.3525515 , 0.035543811 , 5.238259 , 2.13238572
False , K10A00029G , None , 210.8930192 , 101.9968295 , 2454559.3253362 , 0.09780068 , 25.5932596 , 2.396199314
False , K10A00076B , None , 347.4042726 , 125.9862048 , 2459224.8409678 , 0.336937316 , 34.5108817 , 2.079339918
False , K10A00044J , None , 229.7846755 , 309.4996723 , 2459234.7421198 , 0.287411158 , 17.0242522 , 2.161993262
False , K10A00021W , None , 18.0954262 , 123.8532344 , 2459208.7519747 , 0.389864027 , 12.2285376 , 1.880724736
False , K10A00047R , None , 131.5988416 , 284.0960799 , 2457946.2756608 , 0.170789876 , 10.7003511 , 2.098099408
